molecule,domain,start,end
AB0009T0R1,CLP_protease,32,212
AB0009T0R2,CLP_protease,20,193
AB0009Y2T9,CLP_protease,11,192
AB0009YEP1,CLP_protease,14,193
AB0009YPP7,CLP_protease,25,201
AB0009YQGE,CLP_protease,13,192
AB0009YRD0,CLP_protease,13,192
AB0009YSCU,CLP_protease,13,192
AB0009YTG1,CLP_protease,13,192
AB0009YUJ9,CLP_protease,13,191
AB0009Z0HM,CLP_protease,36,215
AB0009ZRWI,CLP_protease,22,201
AB000A0HVT,CLP_protease,21,200
AB000A16FN,CLP_protease,36,214
AB000A16FO,CLP_protease,31,203
AB000A2209,SDH_sah,44,102
AB000A23CX,CLP_protease,13,192
AB000A2K64,CLP_protease,16,188
AB000A2K65,CLP_protease,37,217
AB000A2LG8,CLP_protease,21,199
AB000A2LY5,CLP_protease,15,195
AB000A2LY6,CLP_protease,25,196
AB000A389P,CLP_protease,43,213
AB000A38YP,SDH_sah,68,128
AB000A39S9,CLP_protease,24,203
AB000A3APB,CLP_protease,13,191
AB000A3BWM,CLP_protease,16,191
AB000A5NUZ,CLP_protease,17,193
AB000A5NV0,CLP_protease,15,188
AB000A6EQA,CLP_protease,15,193
AB000A6EQB,CLP_protease,16,185
AB000A6GCP,CLP_protease,32,209
AB000A6GCQ,CLP_protease,7,181
AB000AAAUB,SDH_sah,79,141
AB000AABF6,CLP_protease,26,205
AB000ACNG0,CLP_protease,42,173
AB000ACP7C,CLP_protease,43,217
AB000ACPS2,CLP_protease,26,205
AB000ADP68,CLP_protease,20,199
AB000ADQKA,CLP_protease,32,212
AB000ADQKB,CLP_protease,16,189
AB000AEGQ8,CLP_protease,13,191
AB000AEJ7O,CLP_protease,13,192
AB000AEJS1,CLP_protease,13,192
AB000AEQUR,CLP_protease,13,192
AB000AEW9A,CLP_protease,13,192
AB000AEXF9,CLP_protease,18,187
AB000AEXUB,CLP_protease,21,200
AB000AEZ7L,CLP_protease,43,217
AB000AF6BV,CLP_protease,14,192
AB000AFP3N,CLP_protease,13,192
AB000AFPT5,CLP_protease,18,197
AB000AFQ1G,SDH_sah,26,86
AB000AFWHB,CLP_protease,45,220
AB000AGJ55,CLP_protease,22,201
AB000AGKKG,CLP_protease,17,195
AB000AGSZ2,SDH_sah,44,131
AB000AGTDB,CLP_protease,22,201
AB000AGU5X,SDH_sah,44,131
AB000AGVWB,CLP_protease,19,197
AB000AGVWC,CLP_protease,49,216
AB000AGVWG,CLP_protease,11,190
AB000AGWAD,CLP_protease,42,219
AB000AH6HY,CLP_protease,21,200
AB000AHNF1,CLP_protease,14,193
AB000AIAL1,CLP_protease,54,187
AB000AIB37,CLP_protease,11,190
AB000AIB69,CLP_protease,48,218
AB000AIB6A,CLP_protease,20,210
AB000AIB6B,CLP_protease,18,195
AB000AIBA0,CLP_protease,42,220
AB000AIFRE,CLP_protease,11,190
AB000AIGD1,CLP_protease,38,217
AB000AIGKK,CLP_protease,11,189
AB000AIH7L,CLP_protease,27,216
AB000AIH7M,CLP_protease,13,197
AB000AIH7N,CLP_protease,17,196
AB000AIK6P,CLP_protease,18,197
AB000AIK6Q,CLP_protease,28,211
AB000AIKK2,CLP_protease,39,217
AB000AIMI2,CLP_protease,11,190
AB000AIZ7N,CLP_protease,17,195
AB000AIZM5,SDH_sah,50,109
AB000AJHMN,CLP_protease,25,199
AB000AJHMO,CLP_protease,49,225
AB000AJTQ1,CLP_protease,13,191
AB000AJYGB,SDH_sah,48,102
AB000AJYLQ,CLP_protease,14,191
AB000ALCSI,CLP_protease,17,196
AB000ALDT2,SDH_sah,55,110
AB000ALDUN,CLP_protease,34,213
AB000ALUHW,CLP_protease,17,196
AB000ALVNZ,CLP_protease,34,213
AB000AN4IV,CLP_protease,25,204
AB000AN4U5,CLP_protease,64,192
AB000AN61T,CLP_protease,64,192
AB000ANM4F,CLP_protease,13,192
AB000AO6PK,CLP_protease,22,201
AB000AO7X0,CLP_protease,19,190
AB000AOM9I,CLP_protease,13,192
AB000AQMQO,CLP_protease,21,200
AB000AQS0L,CLP_protease,33,209
AB000AQS0M,CLP_protease,22,194
AB000AQYWD,CLP_protease,9,180
AB000AQYWE,CLP_protease,36,212
AB000AQZF2,CLP_protease,15,185
AB000AQZF3,CLP_protease,18,198
AB000ASE0I,CLP_protease,14,193
AB000ASFCV,CLP_protease,9,182
AB000ASPGO,CLP_protease,21,200
AB000AT29A,CLP_protease,18,197
AB000ATJ8H,CLP_protease,21,200
AB000ATKQB,CLP_protease,24,193
AB000AUKKC,CLP_protease,27,206
AB000AUL7P,CLP_protease,18,183
AB000AURB2,CLP_protease,14,193
AB000AV0DO,CLP_protease,28,207
AB000AV1XY,SDH_sah,63,170
AB000AV2CJ,SDH_sah,66,138
AB000AV9ME,CLP_protease,13,192
AB000AVFOT,CLP_protease,29,208
AB000AX838,CLP_protease,45,221
AB000AYLBV,CLP_protease,56,232
AB000AYM02,CLP_protease,53,228
AB000AZY9K,CLP_protease,53,190
AB000AZZJR,CLP_protease,17,196
AB000AZZN5,CLP_protease,21,200
AB000B30KB,CLP_protease,31,202
AB000B30KC,CLP_protease,16,192
AB000B314Z,CLP_protease,18,190
AB000B3150,CLP_protease,33,209
AB000B3THS,Mu-like_Pro,238,392
AB000B3THS,SDH_sah,55,117
AB000B3U47,CLP_protease,12,186
AB000B3U48,CLP_protease,32,208
AB000B5BZC,CLP_protease,14,192
AB000B5BZD,CLP_protease,19,195
AB000B5EIZ,SDH_sah,40,105
AB000B5KRG,CLP_protease,13,192
AB000B5KRH,CLP_protease,19,202
AB000B5O4X,CLP_protease,13,192
AB000B5O4Y,CLP_protease,16,193
AB000B5TIR,CLP_protease,13,192
AB000B5TIS,CLP_protease,22,197
AB000B6ST5,CLP_protease,13,192
AB000B6VRH,CLP_protease,13,192
AB000B7ANA,CLP_protease,58,234
AB000B7BAI,CLP_protease,61,237
AB000B7EI5,CLP_protease,25,196
AB000B7EI6,CLP_protease,15,195
AB000B7F2L,CLP_protease,20,200
AB000B7G9P,CLP_protease,34,214
AB000B7G9Q,CLP_protease,16,188
AB000B7RVY,CLP_protease,24,203
AB000B895S,CLP_protease,29,208
AB000B8A99,CLP_protease,3,169
AB000B8NO3,CLP_protease,13,192
AB000B9ZB6,CLP_protease,13,194
AB000BADBU,CLP_protease,12,186
AB000BADBV,CLP_protease,41,216
AB000BB413,CLP_protease,13,183
AB000BB414,CLP_protease,15,193
AB000BB5ZC,CLP_protease,33,206
AB000BB5ZD,CLP_protease,31,206
AB000BD889,CLP_protease,12,182
AB000BD9AR,CLP_protease,12,191
AB000BDBRN,CLP_protease,34,213
AB000BDDGE,CLP_protease,13,191
AB000BE3BT,CLP_protease,23,202
AB000BEBNN,CLP_protease,29,207
AB000BEEOY,CLP_protease,30,201
AB000BEEOZ,CLP_protease,15,195
AB000BEEYV,CLP_protease,20,198
AB000BEFZN,CLP_protease,37,217
AB000BEFZO,CLP_protease,16,188
AB000BFSEE,CLP_protease,24,203
AB000BGDFK,CLP_protease,57,233
AB000BGDFL,CLP_protease,22,196
AB000BHH3C,CLP_protease,21,200
AB000BI41T,CLP_protease,13,192
AB000BI5F6,CLP_protease,13,191
AB000BIFGF,CLP_protease,21,200
AB000BISM5,CLP_protease,13,192
AB000BISWF,CLP_protease,13,192
AB000BITFI,CLP_protease,13,191
AB000BIZVZ,CLP_protease,35,207
AB000BIZW0,CLP_protease,47,220
AB000BKWAT,CLP_protease,27,205
AB000BL4NW,CLP_protease,14,188
AB000BL5FE,CLP_protease,23,202
AB000BLZ6I,CLP_protease,27,206
AB000BMKQC,CLP_protease,23,194
AB000BML1T,CLP_protease,26,205
AB000BN5DW,CLP_protease,13,186
AB000BN5DX,CLP_protease,17,193
AB000BNP01,CLP_protease,21,191
AB000BNPGE,CLP_protease,21,200
AB000BNYI3,CLP_protease,28,207
AB000BO1NZ,Mu-like_gpT,398,471
AB000BO1NZ,SDH_sah,7,90
AB000BO3HR,CLP_protease,44,216
AB000BO3HS,CLP_protease,47,220
AB000BO3XP,CLP_protease,14,187
AB000BOARE,CLP_protease,25,196
AB000BOARF,CLP_protease,15,195
AB000BOBYZ,CLP_protease,43,223
AB000BOBZ0,CLP_protease,16,189
AB000BPJPJ,CLP_protease,39,210
AB000BPJPK,CLP_protease,46,219
AB000BPO3Y,CLP_protease,15,186
AB000BPO3Z,CLP_protease,15,195
AB000BPOZ1,CLP_protease,21,195
AB000BPOZ2,CLP_protease,31,211
AB000BPUL5,CLP_protease,30,201
AB000BPUL6,CLP_protease,15,195
AB000BPUXJ,CLP_protease,20,200
AB000BPVYG,CLP_protease,37,217
AB000BPVYH,CLP_protease,16,188
AB000BQ11M,CLP_protease,10,181
AB000BQ11N,CLP_protease,36,213
AB000BQ28Q,CLP_protease,15,187
AB000BQ28R,CLP_protease,17,193
AB000BQ3GX,CLP_protease,26,205
AB000BQ5JT,SDH_sah,48,129
AB000BR8UC,CLP_protease,35,214
AB000BSD5Z,CLP_protease,12,191
AB000BSHOL,CLP_protease,29,208
AB000BW6BD,CLP_protease,17,196
AB000BW6TT,CLP_protease,21,200
AB000BXVYV,CLP_protease,12,186
AB000BXVYW,CLP_protease,32,208
AB000BXXLP,SDH_sah,54,113
AB000BXXLP,Mu-like_Pro,239,372
AB000BYLEK,CLP_protease,18,197
AB000C13Z2,CLP_protease,16,193
AB000C13Z3,CLP_protease,15,186
AB000C1703,CLP_protease,36,212
AB000C1704,CLP_protease,12,185
AB000C3U12,CLP_protease,13,192
AB000C3UQ9,CLP_protease,13,192
AB000C3UT7,CLP_protease,14,192
AB000C3VXU,CLP_protease,15,187
AB000C3VXV,CLP_protease,15,194
AB000C3WAB,CLP_protease,36,215
AB000C3WAC,CLP_protease,18,192
AB000C5ZY3,CLP_protease,38,217
AB000C7OX9,CLP_protease,51,225
AB000C9PW4,CLP_protease,13,192
AB000C9RJ0,SDH_sah,58,117
AB000C9T37,CLP_protease,19,197
AB000C9T38,CLP_protease,49,217
AB000C9TH6,CLP_protease,11,190
AB000C9TO3,CLP_protease,37,214
AB000C9XZ0,CLP_protease,49,217
AB000C9XZ1,CLP_protease,19,197
AB000C9Y8P,CLP_protease,37,214
AB000C9YIB,CLP_protease,11,190
AB000CA46N,CLP_protease,13,191
AB000CBR2N,CLP_protease,43,218
AB000CBWDS,CLP_protease,26,205
AB000CC4JP,SDH_sah,58,117
AB000CC4ZB,CLP_protease,13,192
AB000CE5XY,CLP_protease,19,194
AB000CE5XZ,CLP_protease,12,185
AB000CE6P6,CLP_protease,9,179
AB000CENAG,CLP_protease,13,192
AB000CENBC,SDH_sah,51,164
AB000CEXWT,CLP_protease,24,203
AB000CF9UH,SDH_sah,53,126
AB000CF9WY,CLP_protease,13,192
AB000CFB8N,CLP_protease,20,195
AB000CFB8O,CLP_protease,12,186
AB000CFE9R,CLP_protease,13,182
AB000CFE9S,CLP_protease,15,194
AB000CFJ8X,CLP_protease,14,193
AB000CG6GV,CLP_protease,13,192
AB000CGGO7,CLP_protease,13,192
AB000CGGYK,SDH_sah,20,101
AB000CGWJA,CLP_protease,13,192
AB000CH1RC,SDH_sah,64,126
AB000CH23Z,CLP_protease,29,208
AB000CHTSC,CLP_protease,20,197
AB000CHTXL,CLP_protease,12,185
AB000CHX0X,CLP_protease,15,187
AB000CHX0Y,CLP_protease,18,198
AB000CIFOH,CLP_protease,16,195
AB000CIFOI,CLP_protease,48,216
AB000CIGTQ,CLP_protease,42,220
AB000CIGUP,CLP_protease,11,190
AB000CJV9C,CLP_protease,22,201
AB000CLOWA,CLP_protease,20,199
AB000CMFI8,CLP_protease,15,190
AB000CMFI9,CLP_protease,50,227
AB000CMFOP,CLP_protease,21,200
AB000CN00V,CLP_protease,13,192
AB000CN5E4,CLP_protease,14,193
AB000CN5NO,SDH_sah,47,102
AB000CN5PA,SDH_sah,47,102
AB000CRR49,CLP_protease,13,192
AB000CRS8H,CLP_protease,13,192
AB000CRTXL,CLP_protease,14,192
AB000CTIEF,CLP_protease,53,226
AB000CTKPK,CLP_protease,51,225
AB000CTMWF,CLP_protease,13,192
AB000CW5IC,CLP_protease,17,192
AB000CW5KG,CLP_protease,13,191
AB000CW6HZ,CLP_protease,13,185
AB000CXN72,CLP_protease,47,223
AB000CXWTK,CLP_protease,20,193
AB000CXWTL,CLP_protease,32,212
AB000CXY14,CLP_protease,20,199
AB000D07EW,CLP_protease,41,215
AB000D07ZB,CLP_protease,14,192
AB000D0G66,CLP_protease,12,186
AB000D0G67,CLP_protease,27,201
AB000D0HB9,CLP_protease,15,188
AB000D3Q81,CLP_protease,37,216
AB000D3SKM,CLP_protease,42,175
AB000D3TXA,CLP_protease,21,200
AB000D3UHH,CLP_protease,17,196
AB000D3UPR,CLP_protease,79,208
AB000D3Y7J,CLP_protease,31,210
AB000D5QHL,CLP_protease,11,179
AB000D5RF1,CLP_protease,43,218
AB000D5XOL,CLP_protease,47,222
AB000D685J,CLP_protease,13,192
AB000D6SYD,CLP_protease,11,190
AB000D6VJA,CLP_protease,26,206
AB000D6VJC,CLP_protease,6,184
AB000D6WIG,CLP_protease,38,216
AB000D712U,SDH_sah,44,107
AB000D71V6,CLP_protease,13,192
AB000D7OHY,CLP_protease,24,203
AB000D7PR7,CLP_protease,68,241
AB000D7R00,CLP_protease,8,180
AB000D7R01,CLP_protease,33,210
AB000D9BV4,CLP_protease,23,203
AB000DAPDH,CLP_protease,10,181
AB000DAPDI,CLP_protease,28,205
AB000DBMCP,CLP_protease,21,200
AB000DBO32,CLP_protease,22,191
AB000DBZH2,CLP_protease,21,200
AB000DCDKQ,CLP_protease,29,159
AB000DCDUN,CLP_protease,22,201
AB000DCF3I,SDH_sah,63,125
AB000DCFFM,CLP_protease,12,187
AB000DCFFN,CLP_protease,29,205
AB000DCG1T,SDH_sah,61,121
AB000DCGNX,CLP_protease,13,192
AB000DCIFJ,CLP_protease,13,192
AB000DCOX6,CLP_protease,13,192
AB000DCPM6,CLP_protease,13,192
AB000DCQEC,CLP_protease,13,190
AB000DEF5C,CLP_protease,24,200
AB000DEF5D,CLP_protease,12,186
AB000DEF6V,CLP_protease,14,185
AB000DEF6W,CLP_protease,15,193
AB000DFJXQ,CLP_protease,13,192
AB000DFKDH,CLP_protease,13,184
AB000DFR67,CLP_protease,21,200
AB000DGQII,CLP_protease,14,193
AB000DGX7O,Mu-like_gpT,474,541
AB000DGX7O,SDH_sah,23,90
AB000DGZAL,CLP_protease,29,208
AB000DH1N9,CLP_protease,70,206
AB000DH2RP,SDH_sah,43,127
AB000DH37V,CLP_protease,13,192
AB000DH9FB,CLP_protease,40,175
AB000DHA3L,CLP_protease,13,192
AB000DIK9G,CLP_protease,16,195
AB000DIK9H,CLP_protease,45,212
AB000DIL04,CLP_protease,47,226
AB000DILT3,CLP_protease,11,190
AB000DKBQL,CLP_protease,31,209
AB000DKEMC,CLP_protease,15,194
AB000DKEMD,CLP_protease,15,186
AB000DKEN2,CLP_protease,12,185
AB000DKEN3,CLP_protease,37,213
AB000DKVZY,CLP_protease,13,191
AB000DL3MQ,CLP_protease,36,171
AB000DL4SC,CLP_protease,13,192
AB000DLX09,CLP_protease,10,185
AB000DLX0A,CLP_protease,37,212
AB000DLZYW,CLP_protease,22,201
AB000DN6IQ,CLP_protease,19,199
AB000DN7LT,CLP_protease,22,190
AB000DN8QQ,CLP_protease,73,201
AB000DNUKK,CLP_protease,13,192
AB000DOA07,CLP_protease,13,192
AB000DOJ9O,CLP_protease,24,193
AB000DOJC7,CLP_protease,26,205
AB000DOW48,CLP_protease,23,202
AB000DOZT8,CLP_protease,21,200
AB000DP0SG,CLP_protease,21,190
AB000DP4T6,CLP_protease,15,193
AB000DP4T7,CLP_protease,16,185
AB000DP5A7,CLP_protease,32,211
AB000DP5A8,CLP_protease,6,179
AB000DPCRP,CLP_protease,32,209
AB000DPCRQ,CLP_protease,9,182
AB000DPDS8,CLP_protease,15,194
AB000DPDS9,CLP_protease,16,185
AB000DPMYW,SDH_sah,54,172
AB000DPN04,CLP_protease,13,192
AB000DQ3JS,CLP_protease,24,203
AB000DQ81W,CLP_protease,21,200
AB000DQ842,CLP_protease,24,191
AB000DRNHI,CLP_protease,19,198
AB000DSDUN,CLP_protease,13,192
AB000DSFAW,SDH_sah,48,154
AB000DZZHU,CLP_protease,14,194
AB000E008R,SDH_sah,28,89
AB000E00UV,CLP_protease,13,192
AB000E1X7R,CLP_protease,21,200
AB000E1Y6M,CLP_protease,22,191
AB000E3TZ5,CLP_protease,21,200
AB000E4CKF,CLP_protease,10,181
AB000E4DQQ,CLP_protease,47,222
AB000E6NKE,CLP_protease,27,206
AB000E6OU5,CLP_protease,42,221
AB000E7FPV,CLP_protease,37,216
AB000E7IMD,SDH_sah,55,109
AB000E89GC,CLP_protease,35,214
AB000E8CL6,CLP_protease,13,192
AB000E8UE6,CLP_protease,47,223
AB000E8W9L,CLP_protease,12,182
AB000EAAYR,CLP_protease,15,192
AB000EAB2Y,CLP_protease,12,187
AB000EAHQC,CLP_protease,12,191
AB000EBFT9,CLP_protease,18,196
AB000EBR7X,CLP_protease,20,196
AB000EBR7Y,CLP_protease,18,192
AB000EBS2A,CLP_protease,10,183
AB000EBS2B,CLP_protease,23,199
AB000EBT3T,CLP_protease,6,175
AB000EBTMQ,CLP_protease,12,191
AB000EDBJC,CLP_protease,24,203
AB000EDD5T,SDH_sah,76,138
AB000EDT5C,CLP_protease,47,223
AB000EDTBE,CLP_protease,12,182
AB000EDVK6,CLP_protease,12,191
AB000EFJBX,CLP_protease,21,200
AB000EFNBA,CLP_protease,28,207
AB000EFQ1U,SDH_sah,56,116
AB000EFQA3,SDH_sah,56,122
AB000EFQEF,CLP_protease,44,222
AB000EFQEG,CLP_protease,19,195
AB000EFRDF,CLP_protease,16,195
AB000EGC4Q,CLP_protease,25,204
AB000EGG3K,CLP_protease,34,213
AB000EHZKN,CLP_protease,25,204
AB000EIDH3,CLP_protease,18,195
AB000EIDH4,CLP_protease,34,204
AB000EIFQ4,CLP_protease,6,178
AB000EIFQ5,CLP_protease,26,205
AB000EIO39,CLP_protease,12,191
AB000EIORQ,SDH_sah,42,102
AB000EIR6A,CLP_protease,38,217
AB000EJ7N8,CLP_protease,47,223
AB000EJ8QD,CLP_protease,11,182
AB000EJ8T2,CLP_protease,48,223
AB000EJB8D,CLP_protease,7,180
AB000EJBT8,CLP_protease,47,223
AB000EMSK5,CLP_protease,14,193
AB000EMSK6,CLP_protease,9,186
AB000EN83C,CLP_protease,38,213
AB000EN83D,CLP_protease,12,185
AB000EN8KK,CLP_protease,16,193
AB000ENEUD,CLP_protease,37,217
AB000ENEUE,CLP_protease,33,206
AB000ENI2T,CLP_protease,19,200
AB000F6H52,CLP_protease,13,192
AB000F6III,CLP_protease,40,176
AB000F6K9M,CLP_protease,13,191
AB000F6ZFR,CLP_protease,13,192
AB000F78Y9,CLP_protease,13,187
AB000F78YA,CLP_protease,17,192
AB000F7944,CLP_protease,15,194
AB000F7945,CLP_protease,13,184
AB000F7CEJ,CLP_protease,5,175
AB000F7CEK,CLP_protease,16,197
AB000F7J69,CLP_protease,13,187
AB000F7J6A,CLP_protease,17,192
AB000F7JC0,CLP_protease,15,193
AB000F7JC1,CLP_protease,13,184
AB000F7K8S,CLP_protease,13,192
AB000F8R7Q,CLP_protease,25,198
AB000F8R9Y,CLP_protease,22,201
AB000F98I6,CLP_protease,13,190
AB000F98TM,CLP_protease,13,192
AB000F9EGZ,CLP_protease,14,190
AB000F9FFV,CLP_protease,16,197
AB000F9HZA,CLP_protease,13,192
AB000FAYM4,CLP_protease,29,208
AB000FBBPD,CLP_protease,13,190
AB000FBNX9,SDH_sah,42,114
AB000FBOV5,CLP_protease,13,192
AB000FBSBW,CLP_protease,13,192
AB000FBYGJ,CLP_protease,14,193
AB000FCNA6,CLP_protease,35,214
AB000FCRCZ,SDH_sah,46,114
AB000FCS40,CLP_protease,13,192
AB000FCY88,CLP_protease,24,203
AB000FCZBD,CLP_protease,51,223
AB000FDJH0,CLP_protease,21,200
AB000FDY4U,CLP_protease,11,186
AB000FDY4V,CLP_protease,14,195
AB000FE9A6,CLP_protease,13,192
AB000FE9CT,SDH_sah,51,125
AB000FEAFO,CLP_protease,13,192
AB000FELMD,SDH_sah,50,113
AB000FELWP,CLP_protease,17,196
AB000FER5I,CLP_protease,17,196
AB000FEREV,SDH_sah,54,114
AB000FEVED,CLP_protease,21,193
AB000FEVEE,CLP_protease,16,195
AB000FEX99,CLP_protease,20,192
AB000FEX9A,CLP_protease,38,218
AB000FEYCO,CLP_protease,20,200
AB000FFKWL,CLP_protease,13,192
AB000FIFPN,CLP_protease,20,200
AB000FIHHL,CLP_protease,15,195
AB000FIHHM,CLP_protease,33,204
AB000FIHQP,CLP_protease,30,210
AB000FIHQQ,CLP_protease,19,192
AB000FK2SR,CLP_protease,13,192
AB000FK57L,CLP_protease,36,175
AB000FKI0D,SDH_sah,31,97
AB000FKI3J,CLP_protease,23,201
AB000FKI3K,CLP_protease,18,192
AB000FLGN6,CLP_protease,25,167
AB000FLGUQ,CLP_protease,48,223
AB000FMMM7,CLP_protease,25,196
AB000FMMM8,CLP_protease,15,195
AB000FMOPQ,CLP_protease,38,218
AB000FMOPR,CLP_protease,21,192
AB000FMT68,CLP_protease,15,191
AB000FMV30,CLP_protease,21,200
AB000FOBRG,CLP_protease,30,209
AB000FP8OV,CLP_protease,19,196
AB000FP8OW,CLP_protease,14,184
AB000FPDP1,CLP_protease,15,194
AB000FPDP2,CLP_protease,15,186
AB000FPDYS,CLP_protease,25,198
AB000FPDYT,CLP_protease,22,197
AB000FQXAB,CLP_protease,36,215
AB000FSX9L,SDH_sah,63,127
AB000FSZ8P,CLP_protease,22,201
AB000FT5BL,CLP_protease,9,180
AB000FT5BM,CLP_protease,29,206
AB000FTMKO,CLP_protease,13,190
AB000FTMRQ,CLP_protease,11,187
AB000FTNWY,CLP_protease,18,197
AB000FTV8R,CLP_protease,36,215
AB000FTVTG,CLP_protease,11,190
AB000FTYHR,CLP_protease,16,198
AB000FTYHS,CLP_protease,45,214
AB000FURPN,SDH_sah,55,165
AB000FURW1,CLP_protease,13,192
AB000FV1LX,CLP_protease,14,195
AB000FV21H,SDH_sah,58,122
AB000FW5EU,CLP_protease,56,227
AB000FW6FM,CLP_protease,26,205
AB000FWSNW,CLP_protease,13,192
AB000FWTDC,CLP_protease,52,194
AB000FXNDY,CLP_protease,20,200
AB000FXOGJ,CLP_protease,38,218
AB000FXOGK,CLP_protease,16,188
AB000G132R,CLP_protease,13,190
AB000G13GM,CLP_protease,13,192
AB000G19L5,CLP_protease,36,214
AB000G1C9B,SDH_sah,62,118
AB000G1S36,SDH_sah,55,120
AB000G1SGH,SDH_sah,57,116
AB000G1U39,CLP_protease,14,192
AB000G1V9W,SDH_sah,57,116
AB000G1W2K,CLP_protease,13,192
AB000G2AMN,CLP_protease,22,200
AB000G2BFF,CLP_protease,41,212
AB000G2CHD,SDH_sah,37,117
AB000G2CJQ,SDH_sah,37,117
AB000G34OH,CLP_protease,48,181
AB000G387Z,CLP_protease,51,227
AB000G48MI,CLP_protease,36,215
AB000G4AMN,SDH_sah,64,121
AB000G83QL,CLP_protease,5,175
AB000G83QM,CLP_protease,18,199
AB000G8A9I,CLP_protease,8,186
AB000G90EP,CLP_protease,22,196
AB000G90EQ,CLP_protease,46,224
AB000GAWF5,CLP_protease,72,205
AB000GAWFV,CLP_protease,34,213
AB000GB4Z3,CLP_protease,22,201
AB000GBQQR,CLP_protease,30,201
AB000GBQQS,CLP_protease,15,195
AB000GBSER,CLP_protease,11,183
AB000GBSES,CLP_protease,30,210
AB000GBYSA,CLP_protease,26,205
AB000GC7BU,CLP_protease,13,192
AB000GCFGO,CLP_protease,12,191
AB000GEZG8,CLP_protease,29,208
AB000GGCMG,CLP_protease,23,200
AB000GGGZ5,CLP_protease,28,206
AB000GGHLH,CLP_protease,53,191
AB000GH0LD,CLP_protease,13,192
AB000GH1U7,CLP_protease,13,192
AB000GH8P7,CLP_protease,22,201
AB000GH8YH,CLP_protease,23,192
AB000GHEEE,CLP_protease,21,200
AB000GHQRQ,CLP_protease,24,203
AB000GIKES,CLP_protease,28,207
AB000GITX6,CLP_protease,30,209
AB000GKWG2,CLP_protease,26,205
AB000GKWKF,Phage_lysozyme,48,115
AB000GKWKF,Mu-like_gpT,574,646
AB000GLYG0,CLP_protease,24,203
AB000GLYUC,CLP_protease,47,219
AB000GPP1Z,CLP_protease,21,200
AB000GPQCC,CLP_protease,34,214
AB000GPQCD,CLP_protease,17,188
AB000GPUBO,CLP_protease,20,192
AB000GPUBP,CLP_protease,15,195
AB000GROY0,CLP_protease,13,192
AB000GRQDL,SDH_sah,64,132
AB000GRRVZ,CLP_protease,13,191
AB000GRT1X,CLP_protease,13,192
AB000GRXKB,CLP_protease,30,201
AB000GRXKC,CLP_protease,15,195
AB000GRZ2D,CLP_protease,34,207
AB000GRZ2E,CLP_protease,37,217
AB000GUYDB,CLP_protease,26,205
AB000GUZPO,CLP_protease,71,203
AB000GVJMX,CLP_protease,13,192
AB000GVJP3,CLP_protease,15,190
AB000GVKCT,CLP_protease,56,193
AB000GVNRX,CLP_protease,47,221
AB000GYCM0,CLP_protease,30,207
AB000GYCM1,CLP_protease,10,180
AB000GYQQU,CLP_protease,24,206
AB000GYSK2,CLP_protease,13,194
AB000H7IXI,CLP_protease,13,192
AB000H87KQ,CLP_protease,12,191
AB000H8XLS,CLP_protease,21,200
AB000H8YMU,CLP_protease,22,190
AB000H8Z9M,CLP_protease,17,196
AB000H95JD,CLP_protease,46,225
AB000H9WKU,CLP_protease,18,199
AB000HA8BZ,CLP_protease,13,192
AB000HA9G5,CLP_protease,14,193
AB000HAHV2,CLP_protease,24,203
AB000HAXAU,CLP_protease,19,198
AB000HAXAV,CLP_protease,29,200
AB000HBMDM,CLP_protease,17,195
AB000HBMOY,CLP_protease,22,201
AB000HBTVH,SDH_sah,58,200
AB000HBU15,CLP_protease,22,201
AB000HCOCS,CLP_protease,53,231
AB000HCOCT,CLP_protease,13,185
AB000HDNLA,CLP_protease,26,205
AB000HDOBG,CLP_protease,17,196
AB000HDQNW,CLP_protease,29,193
AB000HDWQV,CLP_protease,14,193
AB000HEJYW,CLP_protease,23,199
AB000HEKA9,CLP_protease,13,192
AB000HETE1,CLP_protease,21,200
AB000HG1T3,CLP_protease,14,193
AB000HGKRA,CLP_protease,12,186
AB000HGKRB,CLP_protease,27,201
AB000HGM5H,CLP_protease,19,192
AB000HGPTN,CLP_protease,13,192
AB000HGQ2O,CLP_protease,64,196
AB000HGQGN,CLP_protease,13,195
AB000HI9D7,CLP_protease,27,206
AB000HIBYK,CLP_protease,21,200
AB000HIG2Y,CLP_protease,22,201
AB000HIG5H,CLP_protease,23,199
AB000HISDG,CLP_protease,12,191
AB000HJY90,CLP_protease,24,203
AB000HKB7A,CLP_protease,15,189
AB000HKB7B,CLP_protease,25,202
AB000HKBSN,CLP_protease,15,184
AB000HKBSO,CLP_protease,16,194
AB000HL351,SDH_sah,38,102
AB000HL3AQ,CLP_protease,13,192
AB000HL9I6,CLP_protease,15,194
AB000HL9N0,CLP_protease,13,192
AB000HLC0T,CLP_protease,13,191
AB000HLDIQ,CLP_protease,21,200
AB000HLDZ9,CLP_protease,17,195
AB000HLFWC,CLP_protease,21,190
AB000HLGF4,SDH_sah,27,106
AB000HLSI4,CLP_protease,13,192
AB000HLT3Z,CLP_protease,13,192
AB000HMYLA,CLP_protease,13,192
AB000HN4KD,CLP_protease,15,191
AB000HN5JU,CLP_protease,13,192
AB000HOGMZ,CLP_protease,27,206
AB000HOGW6,CLP_protease,21,199
AB000HOJWP,CLP_protease,53,226
AB000HOK83,CLP_protease,55,229
