id,domain,start,end
AB000RBI03,Clp_N,92,127
AB000RBI03,Clp_N,178,214
AB000RBI03,Clp_N,17,67
AB000RBI03,Clp_N,92,127
AB000RBI03,Clp_N,178,214
AB000RBJPC,Clp_N,16,57
AB000RBJPC,Clp_N,135,178
AB000RBKXP,Clp_N,109,160
AB000RBKXP,Clp_N,185,233
AB000RBKZB,Clp_N,16,68
AB000RBKZB,Clp_N,93,142
AB000RBKZB,ClpB_D2-small,719,799
AB000RBKZB,TniB,192,343
AB000RBKZB,Sigma54_activat,543,663
AB000RBKZB,UVR,421,453
AB000RD8B8,Clp_N,17,69
AB000RD8B8,Clp_N,93,143
AB000RD8B8,ClpB_D2-small,714,793
AB000RD8B8,AAA,205,317
AB000RD8B8,Sigma54_activat,512,650
AB000RD8B8,UVR,417,452
AB000RD8VV,AAA_lid_9,343,445
AB000RD8VV,Clp_N,17,64
AB000RD8VV,Clp_N,96,146
AB000RD8VV,ClpB_D2-small,768,846
AB000RD8VV,Sigma54_activat,600,711
AB000RD8VV,TniB,191,339
AB000RJH5L,Clp_N,16,68
AB000RJH5L,Clp_N,93,142
AB000RJH5L,ClpB_D2-small,719,799
AB000RJH5L,Sigma54_activat,542,663
AB000RJH5L,TniB,192,343
AB000RJH5L,UVR,421,453
AB000RJHDI,Clp_N,16,67
AB000RJHDI,Clp_N,69,90
AB000RJHDI,Clp_N,125,177
AB000RJM21,Clp_N,16,60
AB000RJM21,Clp_N,72,93
AB000RJM21,Clp_N,128,180
AB000RJRWQ,AAA_lid_9,345,447
AB000RJRWQ,Clp_N,17,68
AB000RJRWQ,Clp_N,96,148
AB000RJRWQ,ClpB_D2-small,767,847
AB000RJRWQ,AAA,206,337
AB000RJRWQ,AAA_5,602,721
AB000RJZUV,AAA_lid_9,348,445
AB000RJZUV,ClpB_D2-small,778,857
AB000RJZUV,AAA,210,321
AB000RJZUV,Clp_N,24,74
AB000RJZUV,Clp_N,98,142
AB000RJZUV,Sigma54_activat,607,708
AB000RK06N,AAA_lid_9,341,442
AB000RK06N,ClpB_D2-small,774,854
AB000RK06N,Clp_N,17,66
AB000RK06N,Clp_N,93,144
AB000RK06N,AAA,202,334
AB000RK06N,Sigma54_activat,602,716
AB000RK844,AAA_lid_9,348,445
AB000RK844,ClpB_D2-small,778,858
AB000RK844,AAA,210,325
AB000RK844,Clp_N,24,74
AB000RK844,Clp_N,98,142
AB000RK844,Sigma54_activat,607,708
AB000RMBRN,AAA_lid_9,437,537
AB000RMBRN,AAA,295,428
AB000RMBRN,Clp_N,108,156
AB000RMBRN,Clp_N,184,235
AB000RMBRN,ClpB_D2-small,802,881
AB000RMBRN,Sigma54_activat,626,752
AB000RMD6X,AAA_lid_9,343,443
AB000RMD6X,ClpB_D2-small,767,847
AB000RMD6X,Clp_N,17,68
AB000RMD6X,Clp_N,94,145
AB000RMD6X,AAA,204,317
AB000RMD6X,AAA_5,602,721
AB000RR95L,AAA_lid_9,348,446
AB000RR95L,ClpB_D2-small,723,803
AB000RR95L,AAA,209,338
AB000RR95L,Clp_N,18,65
AB000RR95L,Clp_N,93,141
AB000RR95L,Sigma54_activat,547,646
AB000RR9LY,Clp_N,84,134
AB000RR9LY,Clp_N,159,209
AB000RR9LY,HTH_17,5,54
AB000RR9QA,Clp_N,204,248
AB000RR9QA,Clp_N,291,338
AB000RR9QA,Sigma70_r4,120,165
AB000RR9QA,Sigma70_r2,20,85
AB000RR9UT,Clp_N,268,317
AB000RR9UT,Clp_N,435,465
AB000RR9UT,Clp_N,500,547
AB000RR9UT,Clp_N,575,621
AB000RR9UT,Clp_N,696,741
AB000RR9UT,Clp_N,778,818
AB000RR9UT,Sigma70_r2,42,103
AB000RR9UT,Sigma70_r4_2,152,202
AB000RR9UT,Clp_N,268,317
AB000RR9UT,Clp_N,435,465
AB000RR9UT,Clp_N,500,547
AB000RR9UT,Clp_N,575,621
AB000RR9UT,Clp_N,696,741
AB000RR9UT,Clp_N,778,818
AB000RR9UT,Sigma70_r2,42,103
AB000RR9UT,Sigma70_r4_2,152,202
AB000RR9UT,Clp_N,268,317
AB000RR9UT,Clp_N,435,465
AB000RR9UT,Clp_N,500,547
AB000RR9UT,Clp_N,575,621
AB000RR9UT,Clp_N,696,741
AB000RR9UT,Clp_N,778,818
AB000RR9UT,Sigma70_r2,42,103
AB000RR9UT,Sigma70_r4_2,152,202
AB000RR9UT,Clp_N,268,317
AB000RR9UT,Clp_N,435,465
AB000RR9UT,Clp_N,500,547
AB000RR9UT,Clp_N,575,621
AB000RR9UT,Clp_N,696,741
AB000RR9UT,Clp_N,778,818
AB000RR9UT,Sigma70_r2,42,103
AB000RR9UT,Sigma70_r4_2,152,202
AB000RR9UT,Clp_N,268,317
AB000RR9UT,Clp_N,435,465
AB000RR9UT,Clp_N,500,547
AB000RR9UT,Clp_N,575,621
AB000RR9UT,Clp_N,696,741
AB000RR9UT,Clp_N,778,818
AB000RR9UT,Sigma70_r2,42,103
AB000RR9UT,Sigma70_r4_2,152,202
AB000RR9ZV,Clp_N,30,79
AB000RR9ZV,Clp_N,200,230
AB000RR9ZV,Clp_N,260,307
AB000RR9ZV,Clp_N,336,388
AB000RR9ZV,Clp_N,456,494
AB000RR9ZV,Clp_N,533,570
AB000RR9ZV,Clp_N,30,79
AB000RR9ZV,Clp_N,200,230
AB000RR9ZV,Clp_N,260,307
AB000RR9ZV,Clp_N,336,388
AB000RR9ZV,Clp_N,456,494
AB000RR9ZV,Clp_N,533,570
AB000RR9ZV,Clp_N,30,79
AB000RR9ZV,Clp_N,200,230
AB000RR9ZV,Clp_N,260,307
AB000RR9ZV,Clp_N,336,388
AB000RR9ZV,Clp_N,456,494
AB000RR9ZV,Clp_N,533,570
AB000RRA9T,Clp_N,123,175
AB000RRA9T,Clp_N,200,251
AB000RRA9T,HTH_17,15,64
AB000RRBEL,Clp_N,70,121
AB000RRBEL,Clp_N,145,191
AB000RRBQA,AAA,630,743
AB000RRBQA,CHAT,82,371
AB000RRBQA,AAA_lid_9,768,837
AB000RRBQA,ClpB_D2-small,1092,1172
AB000RRBQA,Clp_N,423,474
AB000RRBQA,Clp_N,518,547
AB000RRBQA,Sigma54_activat,914,1021
AB000RRBW9,Clp_N,173,221
AB000RRBW9,Clp_N,249,299
AB000RRBW9,DUF151,22,131
AB000RRD5C,Clp_N,24,73
AB000RRD5C,Clp_N,114,150
AB000RT417,AAA_lid_9,341,443
AB000RT417,Clp_N,17,68
AB000RT417,Clp_N,92,144
AB000RT417,ClpB_D2-small,768,847
AB000RT417,Sigma54_activat,600,701
AB000RT417,TniB,185,337
AB000RT4C3,AAA_lid_9,344,443
AB000RT4C3,AAA,206,318
AB000RT4C3,ClpB_D2-small,716,797
AB000RT4C3,Clp_N,14,65
AB000RT4C3,Clp_N,92,142
AB000RT4C3,Sigma54_activat,540,665
AB000RUBYY,AAA_lid_9,342,441
AB000RUBYY,AAA,203,334
AB000RUBYY,Clp_N,17,68
AB000RUBYY,Clp_N,94,145
AB000RUBYY,ClpB_D2-small,768,846
AB000RUBYY,Sigma54_activat,599,719
AB000RUQDH,AAA_lid_9,342,442
AB000RUQDH,ClpB_D2-small,767,847
AB000RUQDH,Clp_N,20,68
AB000RUQDH,Clp_N,94,145
AB000RUQDH,Sigma54_activat,602,724
AB000RUQDH,TniB,198,337
AB000RUSTF,Clp_N,16,68
AB000RUSTF,Clp_N,93,142
AB000RUSTF,ClpB_D2-small,722,800
AB000RUSTF,TniB,197,349
AB000RUSTF,Sigma54_activat,536,654
AB000RUSTF,UVR,427,458
AB000RW0QO,Clp_N,16,68
AB000RW0QO,Clp_N,94,142
AB000RW0QO,ClpB_D2-small,723,802
AB000RW0QO,Sigma54_activat,532,667
AB000RW0QO,TniB,196,347
AB000RW0QO,UVR,425,457
AB000RW10E,AAA_lid_9,380,481
AB000RW10E,ClpB_D2-small,739,819
AB000RW10E,AAA,241,354
AB000RW10E,Clp_N,58,106
AB000RW10E,Clp_N,132,168
AB000RW10E,Sigma54_activat,546,699
AB000RWFIT,Clp_N,16,68
AB000RWFIT,Clp_N,93,142
AB000RWFIT,ClpB_D2-small,728,806
AB000RWFIT,TniB,202,354
AB000RWFIT,Sigma54_activat,536,670
AB000RWFIT,UVR,436,463
AB000RWGA9,AAA_lid_9,341,434
AB000RWGA9,Clp_N,18,68
AB000RWGA9,Clp_N,94,145
AB000RWGA9,ClpB_D2-small,769,849
AB000RWGA9,Sigma54_activat,604,722
AB000RWGA9,TniB,189,337
AB000RX80V,AAA_lid_9,344,444
AB000RX80V,Clp_N,17,68
AB000RX80V,Clp_N,95,146
AB000RX80V,ClpB_D2-small,766,844
AB000RX80V,AAA,205,322
AB000RX80V,Sigma54_activat,600,718
AB000RXAIS,Clp_N,16,64
AB000RXAIS,Clp_N,126,172
AB000RXAKO,AAA_lid_9,343,444
AB000RXAKO,Clp_N,20,67
AB000RXAKO,Clp_N,94,145
AB000RXAKO,ClpB_D2-small,769,849
AB000RXAKO,AAA,203,335
AB000RXAKO,Sigma54_activat,602,707
AB000RXDN8,Clp_N,16,68
AB000RXDN8,Clp_N,93,142
AB000RXDN8,ClpB_D2-small,719,798
AB000RXDN8,Sigma54_activat,542,663
AB000RXDN8,TniB,195,344
AB000RXDN8,UVR,421,455
AB000RXUIH,AAA_lid_9,342,444
AB000RXUIH,ClpB_D2-small,763,843
AB000RXUIH,AAA,203,315
AB000RXUIH,Clp_N,17,68
AB000RXUIH,Clp_N,94,144
AB000RXUIH,AAA_5,598,717
AB000RY64U,Clp_N,109,160
AB000RY64U,Clp_N,185,233
AB000RY666,Clp_N,16,68
AB000RY666,Clp_N,93,142
AB000RY666,ClpB_D2-small,719,799
AB000RY666,TniB,192,343
AB000RY666,Sigma54_activat,543,663
AB000RY666,UVR,421,453
AB000RY6P9,Clp_N,16,55
AB000RY6P9,Clp_N,132,177
AB000RY80U,AAA,237,351
AB000RY80U,ClpB_D2-small,733,812
AB000RY80U,Clp_N,58,106
AB000RY80U,Clp_N,130,175
AB000RY80U,Sigma54_activat,569,676
AB000RY80U,UVR,452,485
AB000RY81B,AAA_lid_9,376,476
AB000RY81B,AAA,236,350
AB000RY81B,ClpB_D2-small,732,811
AB000RY81B,Clp_N,54,103
AB000RY81B,Clp_N,127,177
AB000RY81B,Sigma54_activat,567,686
AB000RYGP1,AAA_lid_9,360,461
AB000RYGP1,AAA,220,343
AB000RYGP1,ClpB_D2-small,715,795
AB000RYGP1,Clp_N,50,92
AB000RYGP1,Clp_N,125,164
AB000RYGP1,Sigma54_activat,549,654
AB000RYGWO,Clp_N,16,68
AB000RYGWO,Clp_N,93,142
AB000RYGWO,ClpB_D2-small,721,800
AB000RYGWO,AAA,211,323
AB000RYGWO,Sigma54_activat,530,649
AB000RYGWO,UVR,424,455
AB000RZNWV,AAA_lid_9,343,445
AB000RZNWV,ClpB_D2-small,768,848
AB000RZNWV,Clp_N,17,68
AB000RZNWV,Clp_N,94,145
AB000RZNWV,AAA,204,317
AB000RZNWV,Sigma54_activat,601,719
AB000S2RHC,ClpB_D2-small,746,824
AB000S2RHC,AAA,235,347
AB000S2RHC,Clp_N,17,64
AB000S2RHC,Clp_N,98,142
AB000S2RHC,Sigma54_activat,570,683
AB000S2RHC,UVR,447,481
AB000S5ISW,AAA,210,329
AB000S5ISW,ClpB_D2-small,723,803
AB000S5ISW,Clp_N,16,68
AB000S5ISW,Clp_N,95,145
AB000S5ISW,Sigma54_activat,543,666
AB000S5ISW,UVR,423,456
AB000S6GX7,AAA_lid_9,365,467
AB000S6GX7,ClpB_D2-small,738,817
AB000S6GX7,AAA,227,343
AB000S6GX7,Clp_N,17,65
AB000S6GX7,Clp_N,96,144
AB000S6GX7,Sigma54_activat,533,670
AB000S6OZZ,Clp_N,17,68
AB000S6OZZ,Clp_N,94,143
AB000S6OZZ,AAA,213,342
AB000S6OZZ,ClpB_D2-small,725,805
AB000S6OZZ,Sigma54_activat,528,661
AB000S6OZZ,UVR,428,458
AB000S8BTF,AAA_lid_9,364,465
AB000S8BTF,Clp_N,17,67
AB000S8BTF,Clp_N,96,142
AB000S8BTF,ClpB_D2-small,737,817
AB000S8BTF,AAA_5,226,304
AB000S8BTF,Sigma54_activat,531,674
AB000S8NHD,Clp_N,17,67
AB000S8NHD,Clp_N,129,173
AB000S8P77,Clp_N,103,154
AB000S8P77,Clp_N,181,227
AB000S8QBQ,Clp_N,16,68
AB000S8QBQ,Clp_N,93,142
AB000S8QBQ,ClpB_D2-small,720,799
AB000S8QBQ,Sigma54_activat,529,652
AB000S8QBQ,TniB,193,344
AB000S8QBQ,UVR,422,454
AB000S8QL1,AAA_lid_9,346,447
AB000S8QL1,Clp_N,17,65
AB000S8QL1,Clp_N,95,146
AB000S8QL1,ClpB_D2-small,770,850
AB000S8QL1,AAA,204,339
AB000S8QL1,Sigma54_activat,605,716
AB000S8UHQ,Clp_N,16,68
AB000S8UHQ,Clp_N,93,142
AB000S8UHQ,ClpB_D2-small,720,800
AB000S8UHQ,TniB,193,344
AB000S8UHQ,Sigma54_activat,539,664
AB000S8UHQ,UVR,422,454
AB000S8VNT,Clp_N,18,55
AB000S8VNT,Clp_N,134,178
AB000S8WFE,Clp_N,115,160
AB000S8WFE,Clp_N,188,232
AB000S8Z8V,Clp_N,17,66
AB000S8Z8V,Clp_N,96,142
AB000S8Z8V,ClpB_D2-small,738,818
AB000S8Z8V,AAA_5,227,305
AB000S8Z8V,Sigma54_activat,532,675
AB000S8Z8V,UVR,439,471
AB000SB50D,Clp_N,16,68
AB000SB50D,Clp_N,92,144
AB000SB50D,ClpB_D2-small,717,796
AB000SB50D,AAA,207,319
AB000SB50D,Sigma54_activat,514,659
AB000SB50D,UVR,419,452
AB000SB753,Clp_N,16,68
AB000SB753,Clp_N,93,142
AB000SB753,ClpB_D2-small,720,800
AB000SB753,AAA,210,322
AB000SB753,Sigma54_activat,529,650
AB000SB753,UVR,423,454
AB000SB94T,Clp_N,16,63
AB000SB94T,Clp_N,141,165
AB000SB99W,Clp_N,110,161
AB000SB99W,Clp_N,186,232
AB000SB99W,Clp_N,110,161
AB000SB99W,Clp_N,186,232
AB000SB9DN,AAA_lid_9,343,445
AB000SB9DN,ClpB_D2-small,758,838
AB000SB9DN,Clp_N,17,68
AB000SB9DN,Clp_N,94,145
AB000SB9DN,AAA,203,335
AB000SB9DN,Sigma54_activat,599,705
AB000SBA1C,Clp_N,16,68
AB000SBA1C,Clp_N,93,142
AB000SBA1C,ClpB_D2-small,720,800
AB000SBA1C,AAA,210,322
AB000SBA1C,Sigma54_activat,529,650
AB000SBA1C,UVR,423,454
AB000SBBM7,Clp_N,17,64
AB000SBBM7,Clp_N,97,148
AB000SBBM7,Clp_N,173,223
AB000SBBM7,Clp_N,17,64
AB000SBBM7,Clp_N,97,148
AB000SBBM7,Clp_N,173,223
AB000SBC6Z,AAA_lid_9,348,413
AB000SBC6Z,ClpB_D2-small,654,733
AB000SBC6Z,Clp_N,16,63
AB000SBC6Z,Clp_N,91,140
AB000SBC6Z,TniB,190,340
AB000SBC6Z,Sigma54_activat,483,603
AB000SN09W,AAA_lid_9,342,444
AB000SN09W,ClpB_D2-small,764,844
AB000SN09W,AAA,203,308
AB000SN09W,Clp_N,17,66
AB000SN09W,Clp_N,94,144
AB000SN09W,Sigma54_activat,597,715
AB000SQKHC,AAA_lid_9,353,454
AB000SQKHC,Clp_N,15,67
AB000SQKHC,Clp_N,93,144
AB000SQKHC,AAA,214,329
AB000SQKHC,ClpB_D2-small,723,803
AB000SQKHC,Sigma54_activat,545,667
AB000SQX2U,AAA,237,351
AB000SQX2U,ClpB_D2-small,733,812
AB000SQX2U,Clp_N,54,103
AB000SQX2U,Clp_N,127,176
AB000SQX2U,Sigma54_activat,568,684
AB000SQX2U,UVR,452,484
AB000SQZUS,Clp_N,109,160
AB000SQZUS,Clp_N,185,233
AB000SQZWF,Clp_N,16,68
AB000SQZWF,Clp_N,93,142
AB000SQZWF,ClpB_D2-small,719,799
AB000SQZWF,TniB,192,343
AB000SQZWF,Sigma54_activat,543,663
AB000SQZWF,UVR,421,453
AB000SR0ID,Clp_N,19,69
AB000SR0ID,Clp_N,134,177
AB000SR3X6,Clp_N,16,68
AB000SR3X6,Clp_N,94,142
AB000SR3X6,ClpB_D2-small,741,821
AB000SR3X6,AAA,229,348
AB000SR3X6,Sigma54_activat,542,664
AB000SR3X6,UVR,442,475
AB000SRN5X,AAA_lid_9,345,447
AB000SRN5X,ClpB_D2-small,767,847
AB000SRN5X,AAA,206,337
AB000SRN5X,AAA_5,602,720
AB000SRN5X,Clp_N,17,68
AB000SRN5X,Clp_N,96,148
AB000SRXZT,ClpB_D2-small,746,824
AB000SRXZT,AAA,235,351
AB000SRXZT,Clp_N,17,64
AB000SRXZT,Clp_N,98,144
AB000SRXZT,Sigma54_activat,570,683
AB000SRXZT,UVR,447,481
AB000SSFGA,AAA_lid_9,430,528
AB000SSFGA,AAA,289,409
AB000SSFGA,Clp_N,102,149
AB000SSFGA,Clp_N,178,230
AB000SSFGA,ClpB_D2-small,798,877
AB000SSFGA,Sigma54_activat,621,745
AB000STCF1,AAA_lid_9,347,449
AB000STCF1,ClpB_D2-small,775,855
AB000STCF1,AAA,208,324
AB000STCF1,Clp_N,17,66
AB000STCF1,Clp_N,97,150
AB000STCF1,Sigma54_activat,606,717
AB000SYWV0,AAA_lid_9,344,446
AB000SYWV0,ClpB_D2-small,766,846
AB000SYWV0,AAA,205,322
AB000SYWV0,Clp_N,17,68
AB000SYWV0,Clp_N,95,146
AB000SYWV0,Sigma54_activat,599,719
AB000SYZ85,AAA_lid_9,345,446
AB000SYZ85,AAA,206,318
AB000SYZ85,ClpB_D2-small,765,841
AB000SYZ85,Clp_N,17,68
AB000SYZ85,Clp_N,100,147
AB000SYZ85,Sigma54_activat,582,700
AB000SZS0T,Clp_N,16,68
AB000SZS0T,Clp_N,93,142
AB000SZS0T,ClpB_D2-small,722,802
AB000SZS0T,Sigma54_activat,525,651
AB000SZS0T,TniB,196,347
AB000SZS0T,UVR,425,458
AB000SZU7V,Clp_N,26,75
AB000SZU7V,Clp_N,107,141
AB000SZUKI,Clp_N,16,63
AB000SZUKI,Clp_N,77,97
AB000SZUKI,Clp_N,139,186
AB000SZUV9,AAA_lid_9,343,444
AB000SZUV9,Clp_N,17,67
AB000SZUV9,Clp_N,94,145
AB000SZUV9,ClpB_D2-small,756,835
AB000SZUV9,AAA,203,317
AB000SZUV9,Sigma54_activat,600,703
AB000T1PED,AAA_lid_9,344,445
AB000T1PED,AAA,205,318
AB000T1PED,ClpB_D2-small,772,851
AB000T1PED,Clp_N,17,59
AB000T1PED,Clp_N,95,147
AB000T1PED,Sigma54_activat,604,722
AB000T1WVQ,AAA_lid_9,344,443
AB000T1WVQ,AAA,205,321
AB000T1WVQ,ClpB_D2-small,772,851
AB000T1WVQ,Clp_N,17,61
AB000T1WVQ,Clp_N,95,147
AB000T1WVQ,Sigma54_activat,604,721
AB000T1Y2P,ClpB_D2-small,729,808
AB000T1Y2P,Clp_N,18,68
AB000T1Y2P,Clp_N,100,143
AB000T1Y2P,TniB,210,348
AB000T1Y2P,Sigma54_activat,547,654
AB000T1Y2P,UVR,426,460
AB000T24WY,AAA_lid_9,432,533
AB000T24WY,AAA,291,424
AB000T24WY,Clp_N,104,151
AB000T24WY,Clp_N,183,231
AB000T24WY,ClpB_D2-small,799,877
AB000T24WY,Sigma54_activat,628,759
AB000T2KGK,AAA_lid_9,353,454
AB000T2KGK,Clp_N,15,67
AB000T2KGK,Clp_N,93,144
AB000T2KGK,AAA,214,329
AB000T2KGK,ClpB_D2-small,723,803
AB000T2KGK,Sigma54_activat,545,674
AB000T2N4M,AAA_lid_9,345,447
AB000T2N4M,ClpB_D2-small,767,847
AB000T2N4M,AAA,207,338
AB000T2N4M,Clp_N,17,68
AB000T2N4M,Clp_N,96,148
AB000T2N4M,AAA_5,602,723
AB000T30L1,AAA_lid_9,344,446
AB000T30L1,ClpB_D2-small,767,847
AB000T30L1,Clp_N,17,68
AB000T30L1,Clp_N,95,146
AB000T30L1,AAA,205,336
AB000T30L1,Sigma54_activat,600,717
AB000T33AH,Clp_N,17,69
AB000T33AH,Clp_N,93,143
AB000T33AH,ClpB_D2-small,714,791
AB000T33AH,AAA,205,317
AB000T33AH,Sigma54_activat,511,648
AB000T33AH,UVR,418,452
AB000T34EA,AAA_lid_9,347,447
AB000T34EA,AAA,207,340
AB000T34EA,ClpB_D2-small,772,852
AB000T34EA,Clp_N,17,68
AB000T34EA,Clp_N,97,149
AB000T34EA,Sigma54_activat,604,705
AB000T5T5T,Clp_N,17,65
AB000T5T5T,Clp_N,97,142
AB000T5T5T,ClpB_D2-small,741,814
AB000T5T5T,AAA,230,342
AB000T5T5T,Sigma54_activat,537,671
AB000T5T5T,UVR,442,476
AB000TCDGI,Clp_N,109,160
AB000TCDGI,Clp_N,185,229
AB000TCDI6,Clp_N,16,68
AB000TCDI6,Clp_N,93,142
AB000TCDI6,ClpB_D2-small,719,799
AB000TCDI6,TniB,192,343
AB000TCDI6,Sigma54_activat,543,663
AB000TCDI6,UVR,421,453
AB000TCGAQ,Clp_N,16,67
AB000TCGAQ,Clp_N,92,144
AB000TCGAQ,ClpB_D2-small,727,806
AB000TCGAQ,TniB,201,351
AB000TCGAQ,Sigma54_activat,552,671
AB000TCGAQ,UVR,429,463
AB000TD41W,AAA_lid_9,341,443
AB000TD41W,ClpB_D2-small,763,843
AB000TD41W,AAA,202,314
AB000TD41W,Clp_N,17,65
AB000TD41W,Clp_N,94,143
AB000TD41W,Sigma54_activat,568,711
AB000TD9YY,Clp_N,16,68
AB000TD9YY,Clp_N,93,142
AB000TD9YY,ClpB_D2-small,722,802
AB000TD9YY,Sigma54_activat,541,675
AB000TD9YY,TniB,194,347
AB000TD9YY,UVR,424,456
AB000TDAEE,Clp_N,16,68
AB000TDAEE,Clp_N,91,142
AB000TDAEE,ClpB_D2-small,722,802
AB000TDAEE,Sigma54_activat,546,666
AB000TDAEE,TniB,194,347
AB000TDAEE,UVR,427,458
AB000TDAR5,Clp_N,16,68
AB000TDAR5,Clp_N,91,142
AB000TDAR5,ClpB_D2-small,721,801
AB000TDAR5,Sigma54_activat,545,665
AB000TDAR5,TniB,193,346
AB000TDAR5,UVR,426,457
AB000TFFN0,AAA_lid_9,347,449
AB000TFFN0,Clp_N,17,68
AB000TFFN0,Clp_N,97,150
AB000TFFN0,ClpB_D2-small,776,856
AB000TFFN0,Sigma54_activat,609,725
AB000TFFN0,TniB,195,344
AB000TFY3F,Clp_N,17,68
AB000TFY3F,Clp_N,91,142
AB000TFY3F,ClpB_D2-small,718,798
AB000TFY3F,Sigma54_activat,542,643
AB000TFY3F,TniB,192,341
AB000TFY3F,UVR,419,454
AB000TGAZ5,AAA_lid_9,343,445
AB000TGAZ5,ClpB_D2-small,758,837
AB000TGAZ5,Clp_N,17,68
AB000TGAZ5,Clp_N,94,145
AB000TGAZ5,AAA,203,317
AB000TGAZ5,Sigma54_activat,601,705
AB000TGBB8,Clp_N,112,163
AB000TGBB8,Clp_N,188,232
AB000TGBNH,AAA_lid_9,360,461
AB000TGBNH,ClpB_D2-small,715,795
AB000TGBNH,AAA,220,343
AB000TGBNH,Clp_N,50,93
AB000TGBNH,Clp_N,125,163
AB000TGBNH,Sigma54_activat,549,653
AB000TGBWL,Clp_N,16,68
AB000TGBWL,Clp_N,93,142
AB000TGBWL,ClpB_D2-small,721,800
AB000TGBWL,AAA,211,323
AB000TGBWL,Sigma54_activat,530,649
AB000TGBWL,UVR,424,455
AB000TGT6V,Clp_N,16,68
AB000TGT6V,Clp_N,93,141
AB000TGT6V,ClpB_D2-small,719,799
AB000TGT6V,Sigma54_activat,538,663
AB000TGT6V,TniB,196,344
AB000TGT6V,UVR,422,455
AB000TGT81,AAA_lid_9,347,446
AB000TGT81,ClpB_D2-small,774,854
AB000TGT81,AAA,207,341
AB000TGT81,Clp_N,16,68
AB000TGT81,Clp_N,94,143
AB000TGT81,Sigma54_activat,606,718
AB000TH7RJ,Clp_N,16,68
AB000TH7RJ,Clp_N,93,142
AB000TH7RJ,ClpB_D2-small,719,799
AB000TH7RJ,Sigma54_activat,525,663
AB000TH7RJ,TniB,192,343
AB000TH7RJ,UVR,421,453
AB000TH9QA,Clp_N,19,52
AB000TH9QA,Clp_N,134,178
AB000THA9O,AAA,237,351
AB000THA9O,ClpB_D2-small,733,812
AB000THA9O,Clp_N,57,103
AB000THA9O,Clp_N,127,176
AB000THA9O,Sigma54_activat,569,692
AB000THA9O,UVR,452,485
AB000THC3D,Clp_N,111,160
AB000THC3D,Clp_N,187,231
AB000THTVX,AAA_lid_9,339,439
AB000THTVX,ClpB_D2-small,769,849
AB000THTVX,AAA,200,332
AB000THTVX,Clp_N,17,66
AB000THTVX,Clp_N,92,140
AB000THTVX,Sigma54_activat,603,706
AB000TI4VT,AAA_lid_9,339,439
AB000TI4VT,AAA,200,332
AB000TI4VT,ClpB_D2-small,764,843
AB000TI4VT,Clp_N,17,67
AB000TI4VT,Clp_N,92,142
AB000TI4VT,Sigma54_activat,597,699
AB000TJ0KQ,AAA_lid_9,347,448
AB000TJ0KQ,AAA,208,340
AB000TJ0KQ,ClpB_D2-small,775,854
AB000TJ0KQ,Clp_N,17,68
AB000TJ0KQ,Clp_N,97,150
AB000TJ0KQ,Sigma54_activat,608,724
AB000TJ11T,Clp_N,17,69
AB000TJ11T,Clp_N,93,143
AB000TJ11T,ClpB_D2-small,715,794
AB000TJ11T,AAA,206,318
AB000TJ11T,Sigma54_activat,513,648
AB000TJ11T,UVR,418,452
AB000TL36B,AAA_lid_9,351,450
AB000TL36B,AAA,213,329
AB000TL36B,ClpB_D2-small,723,804
AB000TL36B,Clp_N,16,67
AB000TL36B,Clp_N,92,144
AB000TL36B,Sigma54_activat,547,668
AB000TLE8L,AAA_lid_9,344,446
AB000TLE8L,ClpB_D2-small,768,848
AB000TLE8L,Clp_N,17,68
AB000TLE8L,Clp_N,95,146
AB000TLE8L,AAA,205,318
AB000TLE8L,Sigma54_activat,593,719
AB000TM210,Clp_N,17,67
AB000TM210,Clp_N,92,139
AB000TM210,Clp_N,178,214
AB000TM210,Clp_N,17,67
AB000TM210,Clp_N,92,139
AB000TM210,Clp_N,178,214
AB000TM24E,Clp_N,16,61
AB000TM24E,Clp_N,107,153
AB000TM5KA,Clp_N,16,68
AB000TM5KA,Clp_N,93,142
AB000TM5KA,ClpB_D2-small,721,801
AB000TM5KA,TniB,194,345
AB000TM5KA,Sigma54_activat,540,665
AB000TM5KA,UVR,423,455
AB000TOA6M,AAA_lid_9,349,451
AB000TOA6M,Clp_N,16,66
AB000TOA6M,Clp_N,93,143
AB000TOA6M,ClpB_D2-small,721,802
AB000TOA6M,AAA_5,211,289
AB000TOA6M,Sigma54_activat,546,671
AB000TQRG3,AAA_lid_9,344,446
AB000TQRG3,ClpB_D2-small,765,845
AB000TQRG3,AAA,205,336
AB000TQRG3,Clp_N,17,68
AB000TQRG3,Clp_N,95,146
AB000TQRG3,Sigma54_activat,598,716
AB000TR430,AAA_lid_9,343,445
AB000TR430,ClpB_D2-small,775,855
AB000TR430,Clp_N,20,61
AB000TR430,Clp_N,94,145
AB000TR430,AAA,203,337
AB000TR430,Sigma54_activat,610,720
AB000TR4C2,Clp_N,16,68
AB000TR4C2,Clp_N,93,142
AB000TR4C2,ClpB_D2-small,719,798
AB000TR4C2,Sigma54_activat,542,663
AB000TR4C2,TniB,192,343
AB000TR4C2,UVR,421,453
AB000TS0DO,Clp_N,16,68
AB000TS0DO,Clp_N,93,142
AB000TS0DO,ClpB_D2-small,722,801
AB000TS0DO,Sigma54_activat,546,666
